image,label,dataset,set0,set1,set2,set3,set4
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/20.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/474.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/233.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/236.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/280.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/350.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/299.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/487.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/146.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/465.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/355.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/491.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/272.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/383.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/291.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/111.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/250.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/285.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/353.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/184.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/359.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/464.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/413.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/437.png,Myelocyte,matek,train,train,train,test,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/447.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/418.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/199.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/473.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/30.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/251.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/404.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/326.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/310.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/288.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/425.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/130.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/99.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/262.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/338.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/466.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/118.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/33.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/271.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/173.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/240.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/497.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/227.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/222.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/194.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/420.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/265.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/499.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/341.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/221.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/237.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/254.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/231.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/96.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/443.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/27.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/419.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/125.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/122.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/433.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/89.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/52.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/247.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/153.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/186.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/224.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/159.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/462.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/494.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/152.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/134.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/435.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/95.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/389.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/129.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/78.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/93.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/40.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/409.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/119.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/11.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/213.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/410.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/478.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/161.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/255.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/276.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/46.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/105.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/397.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/303.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/172.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/115.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/467.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/267.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/43.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/133.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/461.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/17.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/468.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/277.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/248.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/206.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/241.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/22.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/164.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/177.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/493.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/137.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/1.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/318.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/188.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/325.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/24.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/384.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/7.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/68.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/490.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/252.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myelocyte/223.png,Myelocyte,matek,train,train,train,train,test
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/318.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/385.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/288.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/436.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/360.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/33.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/170.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/168.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/7.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/196.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/324.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/451.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/389.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/350.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/355.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/435.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/63.png,Myeloblast,matek,test,train,train,train,train
/home/aih/jan.boada/project/codes/results/synthetic/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Myeloblast/64.png,Myeloblast,matek,test,train,train,train,train
